person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log
23.0,103000,RENT,4.0,DEBTCONSOLIDATION,C,16800,13.11,0,0.16,N,4,11.542493975902508
24.0,125000,RENT,8.0,VENTURE,B,16800,12.42,0,0.13,N,4,11.736077016252437
25.0,25000,OWN,5.0,HOMEIMPROVEMENT,C,2000,14.17,0,0.08,N,3,10.12667110305036
23.0,36000,RENT,2.0,MEDICAL,D,16750,15.28,1,0.47,Y,4,10.491301994830229
22.0,44500,RENT,1.0,DEBTCONSOLIDATION,B,16750,10.75,1,0.38,N,4,10.703266939811954
26.0,45000,RENT,10.0,MEDICAL,C,16750,12.41,1,0.37,N,3,10.714439990727769
23.0,46272,RENT,7.0,DEBTCONSOLIDATION,B,16750,11.99,1,0.36,N,3,10.742313916626546
24.0,25000,MORTGAGE,1.0,MEDICAL,B,4000,11.11,0,0.16,N,2,10.12667110305036
26.0,42000,RENT,0.0,HOMEIMPROVEMENT,D,16750,17.58,1,0.4,N,3,10.645448706505872
22.0,50496,RENT,6.0,MEDICAL,C,16750,13.11,1,0.33,Y,4,10.829669207558254
23.0,54000,RENT,7.0,VENTURE,C,16750,10.99,1,0.31,N,4,10.896757843893464
24.0,54000,RENT,0.0,PERSONAL,G,16750,20.11,1,0.31,Y,2,10.896757843893464
23.0,54996,RENT,4.0,EDUCATION,B,16700,10.37,0,0.3,N,3,10.915033917272405
25.0,59160,RENT,0.0,HOMEIMPROVEMENT,E,16600,14.18,1,0.28,N,4,10.988017819994926
26.0,70000,RENT,9.0,MEDICAL,C,16525,13.92,0,0.24,Y,2,11.156264806643742
25.0,98400,RENT,4.0,PERSONAL,D,16525,15.28,0,0.17,Y,3,11.496806245590331
22.0,40428,RENT,4.0,MEDICAL,B,16500,10.75,1,0.41,N,2,10.607302628220587
26.0,47000,RENT,0.0,MEDICAL,A,16500,10.99,1,0.35,N,4,10.757924157061597
23.0,47000,RENT,5.0,VENTURE,B,16500,10.62,1,0.35,N,3,10.757924157061597
22.0,48000,RENT,6.0,MEDICAL,A,16500,8.9,1,0.34,N,4,10.778977123006351
25.0,25000,OWN,2.0,VENTURE,A,1500,6.76,0,0.06,N,4,10.12667110305036
25.0,56000,RENT,0.0,HOMEIMPROVEMENT,D,16500,12.8,1,0.29,Y,3,10.933124826700707
25.0,57504,RENT,2.0,HOMEIMPROVEMENT,A,16500,9.32,1,0.29,N,3,10.959627179526683
24.0,25000,MORTGAGE,3.0,VENTURE,A,9000,7.14,0,0.36,N,4,10.12667110305036
26.0,25000,OWN,7.0,VENTURE,A,11500,7.88,0,0.46,N,3,10.12667110305036
25.0,25000,OWN,3.0,EDUCATION,A,3000,6.76,0,0.12,N,2,10.12667110305036
26.0,83300,RENT,2.0,MEDICAL,D,16500,16.77,1,0.17,N,4,11.330215832884798
24.0,45000,RENT,1.0,PERSONAL,C,16425,13.49,1,0.36,Y,2,10.714439990727769
24.0,61000,RENT,3.0,HOMEIMPROVEMENT,B,16400,10.99,0,0.27,N,4,11.0186455364637
22.0,27600,RENT,2.0,DEBTCONSOLIDATION,B,16300,10.99,1,0.59,N,4,10.225607282932941
26.0,47000,RENT,5.0,PERSONAL,B,16250,12.42,1,0.35,N,4,10.757924157061597
21.0,25000,MORTGAGE,6.0,PERSONAL,A,1000,7.51,0,0.04,N,3,10.12667110305036
22.0,54000,RENT,3.0,DEBTCONSOLIDATION,B,16075,10.37,0,0.3,N,3,10.896757843893464
25.0,39000,RENT,1.0,HOMEIMPROVEMENT,E,16050,17.14,1,0.41,Y,3,10.571342565808699
23.0,30000,RENT,1.0,EDUCATION,C,16000,13.23,1,0.53,N,2,10.308985993422082
22.0,33000,RENT,1.0,VENTURE,B,16000,10.99,1,0.48,N,2,10.404293143019792
26.0,35000,RENT,2.0,EDUCATION,A,16000,6.03,1,0.46,N,4,10.463131911491967
26.0,25000,MORTGAGE,0.0,MEDICAL,D,6250,15.31,1,0.25,N,4,10.12667110305036
24.0,35000,RENT,2.0,MEDICAL,B,16000,11.71,1,0.46,N,3,10.463131911491967
24.0,35500,RENT,3.0,PERSONAL,A,16000,10.99,1,0.45,N,4,10.477316144080852
23.0,25000,MORTGAGE,0.0,PERSONAL,C,4750,13.57,0,0.19,N,2,10.12667110305036
21.0,25000,MORTGAGE,4.0,VENTURE,C,2800,10.99,0,0.11,Y,3,10.12667110305036
22.0,36900,RENT,5.0,VENTURE,A,16000,7.9,1,0.43,N,2,10.515993929932415
25.0,38000,RENT,8.0,MEDICAL,C,16000,12.87,1,0.42,Y,3,10.545367754151743
25.0,39000,RENT,6.0,VENTURE,D,16000,15.65,1,0.41,Y,3,10.571342565808699
24.0,39996,RENT,1.0,MEDICAL,B,16000,10.71,1,0.4,N,2,10.596559730283433
22.0,25000,OWN,1.0,VENTURE,B,6000,11.89,0,0.24,N,2,10.12667110305036
25.0,25000,OWN,1.0,VENTURE,C,4800,12.53,0,0.19,N,3,10.12667110305036
25.0,40000,RENT,3.0,EDUCATION,B,16000,11.71,1,0.4,N,4,10.596659732783579
23.0,40000,RENT,3.0,EDUCATION,C,16000,12.99,1,0.4,Y,2,10.596659732783579
22.0,40000,RENT,1.0,EDUCATION,B,16000,8.88,1,0.4,N,3,10.596659732783579
21.0,40000,RENT,0.0,EDUCATION,B,16000,11.83,1,0.4,N,4,10.596659732783579
22.0,34000,RENT,0.0,EDUCATION,D,16000,13.24,1,0.47,N,3,10.434145214930487
21.0,41900,RENT,2.0,VENTURE,C,16000,12.84,1,0.38,Y,2,10.643064971973882
24.0,42494,RENT,7.0,VENTURE,B,16000,11.71,1,0.38,N,3,10.657141700932726
23.0,25000,MORTGAGE,4.0,MEDICAL,A,5000,9.32,0,0.2,N,2,10.12667110305036
22.0,25000,OWN,1.0,PERSONAL,A,11100,9.63,0,0.44,N,3,10.12667110305036
24.0,42856,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,1,0.37,N,3,10.665624271244136
25.0,43000,RENT,3.0,VENTURE,B,16000,11.49,1,0.37,N,2,10.668978650219241
25.0,25000,OWN,7.0,MEDICAL,B,1525,10.95,0,0.06,N,2,10.12667110305036
24.0,25000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.28,N,2,10.12667110305036
23.0,44000,RENT,7.0,EDUCATION,A,16000,8.49,1,0.36,N,4,10.691967639914864
24.0,44000,RENT,8.0,MEDICAL,A,16000,7.49,1,0.36,N,2,10.691967639914864
26.0,25000,MORTGAGE,1.0,VENTURE,C,12000,12.09,1,0.48,N,2,10.12667110305036
24.0,25000,MORTGAGE,1.0,MEDICAL,A,6500,10.99,0,0.26,N,4,10.12667110305036
22.0,38400,RENT,4.0,VENTURE,C,16000,11.54,1,0.42,Y,3,10.555838779903407
24.0,25000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.0,0,0.4,N,2,10.12667110305036
24.0,39000,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,0.41,Y,3,10.571342565808699
22.0,45000,RENT,6.0,DEBTCONSOLIDATION,B,16000,10.59,1,0.36,N,4,10.714439990727769
21.0,25000,OWN,0.0,MEDICAL,B,8800,9.33,0,0.35,N,3,10.12667110305036
24.0,39000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,1,0.41,N,2,10.571342565808699
24.0,25040,MORTGAGE,1.0,VENTURE,A,5000,5.79,0,0.2,N,4,10.128269760518846
22.0,25062,OWN,4.0,DEBTCONSOLIDATION,D,4000,16.49,0,0.16,Y,2,10.129147933974613
23.0,25100,OWN,7.0,EDUCATION,D,10800,14.59,0,0.43,Y,3,10.130662964963708
26.0,25104,OWN,0.0,DEBTCONSOLIDATION,D,5400,16.49,0,0.22,N,2,10.130822308468806
23.0,39000,RENT,1.0,PERSONAL,B,16000,11.36,1,0.41,N,3,10.571342565808699
25.0,39000,RENT,9.0,MEDICAL,D,16000,14.11,1,0.41,Y,2,10.571342565808699
22.0,25200,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0,0.28,N,4,10.134638955251866
23.0,48000,RENT,2.0,EDUCATION,B,16000,10.0,1,0.33,N,4,10.778977123006351
22.0,42000,RENT,0.0,VENTURE,D,16000,16.0,1,0.38,N,3,10.645448706505872
25.0,50000,RENT,3.0,VENTURE,D,16000,17.58,1,0.32,N,4,10.819798284210286
24.0,25200,OWN,1.0,MEDICAL,C,3200,15.23,0,0.13,Y,2,10.134638955251866
23.0,25200,MORTGAGE,4.0,MEDICAL,A,1200,7.49,0,0.05,N,3,10.134638955251866
24.0,50000,RENT,6.0,HOMEIMPROVEMENT,C,16000,13.99,1,0.32,Y,2,10.819798284210286
25.0,25200,OWN,5.0,HOMEIMPROVEMENT,D,1200,15.99,0,0.05,Y,3,10.134638955251866
24.0,50000,RENT,8.0,VENTURE,B,16000,10.62,1,0.32,N,2,10.819798284210286
22.0,44000,RENT,1.0,EDUCATION,E,16000,16.35,1,0.36,N,3,10.691967639914864
24.0,51000,RENT,8.0,MEDICAL,C,16000,13.85,1,0.31,N,3,10.839600519357369
23.0,45000,RENT,7.0,MEDICAL,E,16000,16.45,1,0.36,Y,4,10.714439990727769
21.0,52000,RENT,5.0,PERSONAL,D,16000,15.7,1,0.31,N,4,10.859018228147887
22.0,53000,RENT,2.0,EDUCATION,A,16000,7.9,0,0.3,N,4,10.87806606028079
24.0,54000,RENT,6.0,DEBTCONSOLIDATION,A,16000,10.99,0,0.3,N,4,10.896757843893464
22.0,25200,MORTGAGE,7.0,MEDICAL,C,4000,12.73,1,0.16,N,2,10.134638955251866
25.0,49000,RENT,2.0,DEBTCONSOLIDATION,C,16000,10.99,1,0.33,N,4,10.799595985047786
22.0,55000,RENT,6.0,VENTURE,C,16000,10.99,0,0.29,Y,3,10.915106645867503
21.0,55000,RENT,5.0,DEBTCONSOLIDATION,A,16000,8.94,0,0.29,N,2,10.915106645867503
21.0,25200,MORTGAGE,0.0,PERSONAL,C,6500,14.26,1,0.26,Y,2,10.134638955251866
22.0,25200,MORTGAGE,1.0,PERSONAL,C,7000,13.92,0,0.28,N,3,10.134638955251866
25.0,58000,RENT,9.0,PERSONAL,A,16000,10.99,0,0.28,N,2,10.968215530759236
25.0,52000,RENT,9.0,EDUCATION,C,16000,13.98,1,0.31,N,3,10.859018228147887
23.0,25200,OWN,3.0,EDUCATION,B,1000,11.48,0,0.04,N,4,10.134638955251866
22.0,25200,MORTGAGE,0.0,MEDICAL,B,1000,11.48,1,0.04,N,3,10.134638955251866
22.0,52500,RENT,1.0,MEDICAL,B,16000,12.69,1,0.3,N,3,10.868587496017359
26.0,60000,RENT,10.0,DEBTCONSOLIDATION,A,16000,7.49,0,0.27,N,2,11.002116507732017
24.0,54000,RENT,0.0,HOMEIMPROVEMENT,D,16000,15.65,1,0.3,N,4,10.896757843893464
26.0,54000,RENT,2.0,VENTURE,D,16000,14.83,1,0.3,N,2,10.896757843893464
24.0,25344,MORTGAGE,5.0,MEDICAL,D,4000,16.49,1,0.16,N,3,10.14033675090645
22.0,61000,RENT,3.0,VENTURE,C,16000,10.99,0,0.26,Y,2,11.0186455364637
23.0,62000,RENT,7.0,VENTURE,A,16000,7.49,0,0.26,N,2,11.034905792929415
23.0,25480,MORTGAGE,7.0,PERSONAL,B,5000,9.99,0,0.2,N,3,10.145688355383795
23.0,25500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,7850,13.49,0,0.31,N,4,10.146472946063877
22.0,25500,MORTGAGE,0.0,VENTURE,A,7000,6.99,0,0.27,N,2,10.146472946063877
22.0,57175,RENT,6.0,HOMEIMPROVEMENT,F,16000,17.15,1,0.28,N,4,10.953889508899815
26.0,25500,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5600,11.91,0,0.22,N,4,10.146472946063877
22.0,57336,RENT,6.0,MEDICAL,D,16000,17.27,1,0.28,N,3,10.956701418570916
25.0,25568,MORTGAGE,7.0,EDUCATION,C,12000,13.47,1,0.47,Y,2,10.149135959190406
23.0,64000,RENT,2.0,PERSONAL,B,16000,10.74,0,0.25,N,3,11.06665398721974
24.0,58575,RENT,2.0,MEDICAL,F,16000,19.47,1,0.27,N,2,10.978080335360017
22.0,64800,RENT,1.0,EDUCATION,B,16000,10.37,0,0.25,N,4,11.079076314320059
21.0,65000,RENT,5.0,PERSONAL,B,16000,9.91,0,0.25,N,3,11.082157933374816
24.0,25632,MORTGAGE,4.0,EDUCATION,B,1500,9.91,0,0.06,N,3,10.151635862839903
22.0,65000,RENT,6.0,MEDICAL,A,16000,8.49,0,0.25,N,4,11.082157933374816
22.0,25788,OWN,2.0,VENTURE,B,3500,12.18,0,0.14,N,2,10.157703323404748
22.0,65000,RENT,6.0,PERSONAL,A,16000,7.88,0,0.25,N,3,11.082157933374816
24.0,59000,RENT,2.0,MEDICAL,E,16000,16.45,1,0.27,N,2,10.985309671896763
23.0,65000,RENT,7.0,PERSONAL,D,16000,14.59,0,0.25,N,4,11.082157933374816
22.0,25920,MORTGAGE,7.0,VENTURE,B,11325,10.65,0,0.44,N,3,10.162808729968926
22.0,65000,RENT,6.0,DEBTCONSOLIDATION,C,16000,13.47,0,0.25,Y,3,11.082157933374816
22.0,59000,RENT,4.0,MEDICAL,E,16000,16.32,1,0.27,N,3,10.985309671896763
25.0,66000,RENT,6.0,HOMEIMPROVEMENT,B,16000,10.0,0,0.24,N,4,11.097425172408931
22.0,25992,OTHER,6.0,DEBTCONSOLIDATION,B,3000,9.45,0,0.12,N,3,10.16558254998528
23.0,60996,RENT,0.0,HOMEIMPROVEMENT,E,16000,16.0,1,0.26,N,3,11.018579961618187
23.0,62500,RENT,4.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.26,N,2,11.042937835596494
23.0,63000,RENT,0.0,EDUCATION,D,16000,14.42,1,0.25,N,3,11.050905878263567
25.0,26000,MORTGAGE,3.0,EDUCATION,B,3825,11.71,0,0.15,N,2,10.165890277802454
20.0,64000,RENT,3.0,VENTURE,D,16000,15.31,1,0.25,Y,4,11.06665398721974
24.0,72000,RENT,8.0,PERSONAL,C,16000,13.06,0,0.22,Y,2,11.184435286790631
26.0,74000,RENT,4.0,HOMEIMPROVEMENT,D,16000,14.84,0,0.22,Y,3,11.211833885608513
24.0,74337,RENT,8.0,PERSONAL,B,16000,11.86,0,0.22,N,3,11.216377540072607
26.0,74999,RENT,4.0,HOMEIMPROVEMENT,D,16000,17.27,0,0.21,Y,4,11.225243392518447
26.0,26000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.27,N,4,10.165890277802454
26.0,26000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.46,N,3,10.165890277802454
26.0,75000,RENT,1.0,VENTURE,B,16000,10.99,0,0.21,N,2,11.225256725762893
23.0,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0.3,N,4,10.165890277802454
26.0,75000,RENT,2.0,PERSONAL,C,16000,13.35,0,0.21,Y,2,11.225256725762893
23.0,26000,MORTGAGE,7.0,MEDICAL,A,5000,7.91,0,0.19,N,2,10.165890277802454
24.0,69000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.89,1,0.23,N,4,11.141876276228
21.0,20000,RENT,2.0,DEBTCONSOLIDATION,C,1000,14.26,0,0.05,Y,2,9.90353755128617
25.0,26000,OWN,4.0,EDUCATION,A,10000,5.79,0,0.38,N,3,10.165890277802454
23.0,26000,OWN,7.0,PERSONAL,B,2000,10.36,0,0.08,N,2,10.165890277802454
22.0,26000,MORTGAGE,4.0,PERSONAL,B,4000,9.25,0,0.15,N,2,10.165890277802454
21.0,26000,OWN,5.0,EDUCATION,A,6000,5.79,0,0.23,N,2,10.165890277802454
25.0,23712,RENT,9.0,MEDICAL,B,1000,11.49,0,0.04,N,2,10.073778699946109
24.0,24000,RENT,1.0,PERSONAL,E,1000,17.99,1,0.04,N,3,10.085850775128717
23.0,26000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,10000,10.99,1,0.38,Y,3,10.165890277802454
21.0,24000,RENT,0.0,MEDICAL,B,1000,10.99,1,0.04,N,2,10.085850775128717
22.0,24000,RENT,3.0,DEBTCONSOLIDATION,C,1000,12.84,0,0.04,Y,4,10.085850775128717
21.0,24960,RENT,0.0,EDUCATION,C,1000,13.98,0,0.04,N,4,10.125069885783383
26.0,25000,RENT,1.0,MEDICAL,C,1000,14.65,0,0.04,Y,3,10.12667110305036
22.0,25000,RENT,3.0,DEBTCONSOLIDATION,D,1000,15.95,1,0.04,N,2,10.12667110305036
26.0,26000,OWN,0.0,DEBTCONSOLIDATION,E,8500,16.45,1,0.33,N,3,10.165890277802454
21.0,26000,MORTGAGE,5.0,MEDICAL,D,14500,14.61,1,0.56,Y,2,10.165890277802454
24.0,26000,MORTGAGE,8.0,MEDICAL,A,7000,7.74,0,0.27,N,2,10.165890277802454
22.0,28000,RENT,0.0,HOMEIMPROVEMENT,D,1000,16.29,1,0.04,Y,3,10.239995502805316
25.0,28000,RENT,6.0,DEBTCONSOLIDATION,A,1000,7.51,0,0.04,N,3,10.239995502805316
22.0,26000,MORTGAGE,2.0,EDUCATION,A,2000,7.4,0,0.08,N,2,10.165890277802454
22.0,28000,RENT,6.0,HOMEIMPROVEMENT,B,1000,10.25,1,0.04,N,4,10.239995502805316
24.0,28000,RENT,8.0,MEDICAL,B,1000,12.53,0,0.04,N,4,10.239995502805316
23.0,28600,RENT,7.0,EDUCATION,A,1000,7.9,0,0.03,N,3,10.261196961231647
22.0,29000,RENT,4.0,VENTURE,A,1000,7.29,0,0.03,N,4,10.275085591132715
22.0,26000,MORTGAGE,6.0,VENTURE,C,17000,12.84,1,0.65,Y,4,10.165890277802454
26.0,29000,RENT,2.0,MEDICAL,A,1000,7.74,0,0.03,N,4,10.275085591132715
24.0,30000,RENT,0.0,EDUCATION,A,1000,7.51,0,0.03,N,2,10.308985993422082
21.0,30000,RENT,0.0,EDUCATION,B,1000,10.99,0,0.03,N,4,10.308985993422082
23.0,30000,RENT,4.0,VENTURE,A,1000,7.49,0,0.03,N,3,10.308985993422082
23.0,26000,MORTGAGE,2.0,VENTURE,E,7000,14.93,0,0.27,Y,4,10.165890277802454
21.0,30000,RENT,0.0,DEBTCONSOLIDATION,A,1000,10.99,0,0.03,N,3,10.308985993422082
22.0,26000,MORTGAGE,3.0,PERSONAL,B,500,10.46,0,0.02,N,4,10.165890277802454
26.0,30000,RENT,2.0,EDUCATION,A,1000,9.63,0,0.03,N,3,10.308985993422082
25.0,26004,MORTGAGE,3.0,EDUCATION,B,10000,9.91,0,0.38,N,2,10.166044106207172
22.0,26004,MORTGAGE,1.0,EDUCATION,A,5000,5.42,0,0.19,N,4,10.166044106207172
25.0,30035,RENT,9.0,MEDICAL,C,1000,12.87,0,0.03,Y,2,10.310151941219775
26.0,26004,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.23,N,2,10.166044106207172
22.0,26004,MORTGAGE,4.0,EDUCATION,A,5000,7.49,0,0.19,N,2,10.166044106207172
25.0,33000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.03,N,4,10.404293143019792
21.0,33388,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2,10.415981783402664
22.0,26004,MORTGAGE,6.0,PERSONAL,A,12000,7.88,1,0.46,N,4,10.166044106207172
21.0,26004,OWN,5.0,VENTURE,A,7500,10.99,0,0.29,N,2,10.166044106207172
26.0,26004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.38,N,3,10.166044106207172
23.0,33600,RENT,2.0,PERSONAL,B,1000,10.36,0,0.03,N,2,10.422311107413181
25.0,33600,RENT,5.0,DEBTCONSOLIDATION,B,1000,11.86,0,0.03,N,2,10.422311107413181
23.0,34000,RENT,0.0,MEDICAL,A,1000,7.37,0,0.03,N,4,10.434145214930487
23.0,34800,RENT,1.0,VENTURE,B,1000,11.99,0,0.03,N,4,10.457401400981889
25.0,34800,RENT,0.0,MEDICAL,C,1000,13.98,0,0.03,Y,3,10.457401400981889
22.0,35000,RENT,4.0,VENTURE,C,1000,10.99,0,0.03,Y,3,10.463131911491967
25.0,35000,RENT,9.0,VENTURE,B,1000,11.99,0,0.03,N,3,10.463131911491967
26.0,29000,RENT,1.0,EDUCATION,C,1000,11.28,1,0.03,N,3,10.275085591132715
24.0,35100,RENT,8.0,VENTURE,C,1000,13.49,0,0.03,Y,4,10.465984899076615
22.0,35100,RENT,0.0,DEBTCONSOLIDATION,C,1000,13.98,0,0.03,N,2,10.465984899076615
24.0,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.23,N,4,10.181157167204903
23.0,36000,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2,10.491301994830229
22.0,36000,RENT,4.0,MEDICAL,B,1000,9.88,0,0.03,N,3,10.491301994830229
22.0,36000,RENT,1.0,EDUCATION,A,1000,8.59,0,0.03,N,4,10.491301994830229
25.0,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,8.9,0,0.28,N,3,10.181157167204903
22.0,36000,RENT,1.0,PERSONAL,A,1000,7.68,0,0.03,N,4,10.491301994830229
23.0,31000,RENT,1.0,PERSONAL,D,1000,14.96,1,0.03,Y,3,10.34177474101152
25.0,32000,RENT,2.0,MEDICAL,E,1000,19.03,1,0.03,N,4,10.373522431293592
26.0,38000,RENT,6.0,PERSONAL,C,1000,15.27,0,0.03,Y,3,10.545367754151743
24.0,32000,RENT,2.0,EDUCATION,C,1000,13.06,1,0.03,N,3,10.373522431293592
23.0,38400,RENT,6.0,EDUCATION,B,1000,10.99,0,0.03,N,3,10.555838779903407
22.0,26400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,1550,10.99,1,0.06,N,2,10.181157167204903
21.0,38400,RENT,5.0,PERSONAL,C,1000,14.22,0,0.03,Y,3,10.555838779903407
25.0,33600,RENT,0.0,EDUCATION,D,1000,15.57,1,0.03,Y,2,10.422311107413181
24.0,39996,RENT,2.0,EDUCATION,A,1000,7.49,0,0.03,N,3,10.596559730283433
22.0,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0,0.03,N,4,10.596659732783579
23.0,40000,RENT,2.0,EDUCATION,A,1000,6.03,0,0.03,N,2,10.596659732783579
24.0,40000,RENT,1.0,MEDICAL,B,1000,10.99,0,0.03,N,3,10.596659732783579
22.0,26400,MORTGAGE,4.0,PERSONAL,B,1000,10.99,1,0.04,N,2,10.181157167204903
25.0,26400,MORTGAGE,5.0,MEDICAL,C,5975,12.99,0,0.23,Y,4,10.181157167204903
23.0,40000,RENT,3.0,VENTURE,B,1000,10.62,0,0.03,N,4,10.596659732783579
24.0,40000,RENT,4.0,EDUCATION,A,1000,6.76,0,0.03,N,4,10.596659732783579
21.0,34500,RENT,4.0,DEBTCONSOLIDATION,E,1000,16.45,1,0.03,N,2,10.448743588106625
22.0,40800,RENT,6.0,VENTURE,A,1000,6.91,0,0.02,N,2,10.616461869895815
22.0,42000,RENT,3.0,DEBTCONSOLIDATION,B,1000,9.62,0,0.02,N,3,10.645448706505872
24.0,42000,RENT,2.0,VENTURE,C,1000,13.16,0,0.02,N,2,10.645448706505872
23.0,43000,RENT,7.0,EDUCATION,A,1000,7.51,0,0.02,N,3,10.668978650219241
25.0,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,10.74,0,0.15,N,3,10.181157167204903
21.0,45000,RENT,5.0,VENTURE,A,1000,7.49,0,0.02,N,3,10.714439990727769
24.0,45000,RENT,5.0,EDUCATION,A,1000,7.4,0,0.02,N,3,10.714439990727769
23.0,45000,RENT,0.0,EDUCATION,C,1000,14.26,0,0.02,Y,2,10.714439990727769
25.0,40800,RENT,4.0,DEBTCONSOLIDATION,D,1000,15.57,1,0.02,N,2,10.616461869895815
22.0,48000,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,N,2,10.778977123006351
21.0,42000,RENT,5.0,PERSONAL,D,1000,15.58,1,0.02,Y,4,10.645448706505872
25.0,49000,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,N,3,10.799595985047786
21.0,50000,RENT,5.0,EDUCATION,C,1000,13.49,0,0.02,N,3,10.819798284210286
26.0,26400,MORTGAGE,10.0,PERSONAL,C,8500,13.23,0,0.32,Y,3,10.181157167204903
22.0,26400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.49,0,0.17,N,4,10.181157167204903
26.0,50400,RENT,1.0,PERSONAL,A,1000,5.42,0,0.02,N,3,10.827766295132466
23.0,51000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.14,0,0.02,N,2,10.839600519357369
26.0,54000,RENT,10.0,PERSONAL,B,1000,11.71,0,0.02,N,3,10.896757843893464
22.0,56000,RENT,6.0,EDUCATION,B,1000,11.49,0,0.02,N,2,10.933124826700707
22.0,58000,RENT,6.0,EDUCATION,B,1000,11.26,0,0.02,N,3,10.968215530759236
26.0,64000,RENT,4.0,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,3,11.06665398721974
21.0,26400,OWN,2.0,VENTURE,A,4000,7.51,0,0.15,N,4,10.181157167204903
23.0,69000,RENT,0.0,MEDICAL,A,1000,7.29,0,0.01,N,3,11.141876276228
24.0,70399,RENT,0.0,DEBTCONSOLIDATION,A,1000,8.59,0,0.01,N,2,11.161948542146133
22.0,72000,RENT,3.0,EDUCATION,A,1000,7.88,0,0.01,N,3,11.184435286790631
25.0,26453,MORTGAGE,6.0,MEDICAL,B,7200,11.71,1,0.27,N,4,10.183162654585992
23.0,75000,RENT,0.0,PERSONAL,C,1000,13.23,0,0.01,Y,3,11.225256725762893
24.0,87000,RENT,0.0,PERSONAL,C,1000,13.99,0,0.01,N,4,11.373674891823535
21.0,26500,MORTGAGE,3.0,MEDICAL,D,6000,14.46,1,0.23,Y,4,10.184937747111391
26.0,96000,RENT,0.0,HOMEIMPROVEMENT,B,1000,10.36,0,0.01,N,3,11.472113887062386
23.0,38000,RENT,0.0,DEBTCONSOLIDATION,A,1075,10.99,0,0.03,N,3,10.545367754151743
23.0,26500,OWN,6.0,VENTURE,A,6000,8.0,0,0.23,N,3,10.184937747111391
23.0,14400,RENT,0.0,EDUCATION,B,1100,11.99,0,0.08,N,4,9.575052927597383
25.0,35000,RENT,4.0,DEBTCONSOLIDATION,A,1100,6.76,0,0.03,N,2,10.463131911491967
23.0,77000,RENT,3.0,VENTURE,B,1150,10.95,0,0.01,N,2,11.251573687764477
24.0,9960,RENT,4.0,VENTURE,A,1200,7.29,0,0.12,N,4,9.206432747145165
24.0,26650,MORTGAGE,6.0,MEDICAL,B,1000,12.53,0,0.04,N,2,10.19058195234216
23.0,11000,RENT,4.0,EDUCATION,A,1200,6.91,0,0.11,N,3,9.305741456739435
21.0,26784,MORTGAGE,4.0,EDUCATION,A,2000,6.99,1,0.07,N,3,10.19559730831506
24.0,13000,RENT,1.0,MEDICAL,B,1200,11.89,0,0.09,N,2,9.472781556562168
22.0,14400,RENT,0.0,PERSONAL,B,1200,10.37,0,0.08,N,2,9.575052927597383
22.0,26796,MORTGAGE,6.0,VENTURE,A,3000,8.32,0,0.11,N,3,10.196045219934657
24.0,14400,RENT,0.0,MEDICAL,A,1200,7.29,0,0.08,N,4,9.575052927597383
21.0,14400,RENT,2.0,DEBTCONSOLIDATION,A,1200,7.14,0,0.08,N,3,9.575052927597383
23.0,15600,RENT,0.0,VENTURE,D,1200,14.91,1,0.08,N,4,9.65509029374725
22.0,26886,OWN,6.0,EDUCATION,C,7500,10.99,0,0.28,Y,4,10.199398177401218
